စဥ်,အမျိုးအမည်,ကုန်စည်ဒိုင်,နေ့စွဲ,အချင်အတွယ်,စျေးနှုန်း (မြန်မာကျပ်),အတက်/အကျ,%
158,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-06-06,kg,"1,560",0,0.00%
159,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-06-07,kg,"1,560",0,0.00%
160,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-06-08,kg,"1,560",0,0.00%
161,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-06-09,kg,"1,560",0,0.00%
162,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-06-10,kg,"1,560",0,0.00%
163,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-06-11,kg,"1,560",0,0.00%
164,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-06-12,kg,"1,560",0,0.00%
165,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-06-13,kg,"1,560",0,0.00%
166,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-06-14,kg,"1,560",0,0.00%
167,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-06-15,kg,"1,560",0,0.00%
168,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-06-16,kg,"1,560",0,0.00%
169,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-06-17,kg,"1,560",0,0.00%
170,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-06-18,kg,"1,560",0,0.00%
171,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-06-19,kg,"1,560",0,0.00%
172,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-06-20,kg,"1,560",0,0.00%
173,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-06-21,kg,"1,560",0,0.00%
174,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-06-22,kg,"1,560",0,0.00%
175,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-06-23,kg,"1,560",0,0.00%
176,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-06-24,kg,"1,560",0,0.00%
177,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-06-25,kg,"1,560",0,0.00%
178,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-06-26,kg,"1,560",0,0.00%
179,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-06-27,kg,"1,560",0,0.00%
180,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-06-28,kg,"1,560",0,0.00%
181,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-06-29,kg,"1,560",0,0.00%
182,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-06-30,kg,"1,560",0,0.00%
183,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-07-01,kg,"1,560",0,0.00%
184,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-07-02,kg,"1,560",0,0.00%
185,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-07-03,kg,"1,560",0,0.00%
186,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-07-04,kg,"1,560",0,0.00%
187,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-07-05,kg,"1,560",0,0.00%
188,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-07-06,kg,"1,560",0,0.00%
189,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-07-07,kg,"1,560",0,0.00%
190,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-07-08,kg,"1,560",0,0.00%
191,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-07-09,kg,"1,560",0,0.00%
192,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-07-10,kg,"1,560",0,0.00%
193,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-07-11,kg,"1,560",0,0.00%
194,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-07-12,kg,"1,560",0,0.00%
195,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-07-13,kg,"1,560",0,0.00%
196,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-07-14,kg,"1,560",0,0.00%
197,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-07-15,kg,"1,560",0,0.00%
198,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-07-16,kg,"1,560",0,0.00%
199,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-07-17,kg,"1,560",0,0.00%
200,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-07-18,kg,"1,560",0,0.00%
201,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-07-19,kg,"1,560",0,0.00%
202,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-07-20,kg,"1,560",0,0.00%
203,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-07-21,kg,"1,560",0,0.00%
204,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-07-22,kg,"1,560",0,0.00%
205,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-07-23,kg,"1,560",0,0.00%
206,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-07-24,kg,"1,560",0,0.00%
207,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-07-25,kg,"1,560",0,0.00%
208,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-07-26,kg,"1,560",0,0.00%
209,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-07-27,kg,"1,560",0,0.00%
210,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-07-28,kg,"1,560",0,0.00%
211,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-07-29,kg,"1,560",0,0.00%
212,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-07-30,kg,"1,560",0,0.00%
213,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-07-31,kg,"1,560",0,0.00%
214,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-08-01,kg,"1,560",0,0.00%
215,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-08-02,kg,"1,560",0,0.00%
216,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-08-03,kg,"1,560",0,0.00%
217,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-08-04,kg,"1,560",0,0.00%
218,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-08-05,kg,"1,560",0,0.00%
219,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-08-06,kg,"1,560",0,0.00%
220,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-08-07,kg,"1,560",0,0.00%
221,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-08-08,kg,"1,520",-40,-2.56%
222,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-08-09,kg,"1,520",0,0.00%
223,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-08-10,kg,"1,520",0,0.00%
224,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-08-11,kg,"1,520",0,0.00%
225,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-08-12,kg,"1,520",0,0.00%
226,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-08-13,kg,"1,520",0,0.00%
227,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-08-14,kg,"1,520",0,0.00%
228,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-08-15,kg,"1,520",0,0.00%
229,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-08-16,kg,"1,520",0,0.00%
230,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-08-17,kg,"1,520",0,0.00%
231,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-08-18,kg,"1,520",0,0.00%
232,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-08-19,kg,"1,520",0,0.00%
233,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-08-20,kg,"1,520",0,0.00%
234,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-08-21,kg,"1,520",0,0.00%
235,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-08-22,kg,"1,520",0,0.00%
236,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-08-23,kg,"1,520",0,0.00%
237,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-08-24,kg,"1,520",0,0.00%
238,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-08-25,kg,"1,520",0,0.00%
239,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-08-26,kg,"1,520",0,0.00%
240,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-08-27,kg,"1,520",0,0.00%
241,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-08-28,kg,"1,520",0,0.00%
242,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-08-29,kg,"1,560",40,2.63%
243,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-08-30,kg,"1,560",0,0.00%
244,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-08-31,kg,"1,560",0,0.00%
245,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-09-01,kg,"1,560",0,0.00%
246,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-09-02,kg,"1,560",0,0.00%
247,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-09-03,kg,"1,560",0,0.00%
248,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-09-04,kg,"1,560",0,0.00%
249,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-09-05,kg,"1,560",0,0.00%
250,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-09-06,kg,"1,560",0,0.00%
251,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-09-07,kg,"1,560",0,0.00%
252,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-09-08,kg,"1,560",0,0.00%
253,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-09-09,kg,"1,560",0,0.00%
254,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-09-10,kg,"1,560",0,0.00%
255,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-09-11,kg,"1,560",0,0.00%
256,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-09-12,kg,"1,560",0,0.00%
257,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-09-13,kg,"1,560",0,0.00%
258,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-09-14,kg,"1,560",0,0.00%
259,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-09-15,kg,"1,560",0,0.00%
260,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-09-16,kg,"1,560",0,0.00%
261,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-09-17,kg,"1,560",0,0.00%
262,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-09-18,kg,"1,560",0,0.00%
263,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-09-19,kg,"1,560",0,0.00%
264,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-09-20,kg,"1,560",0,0.00%
265,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-09-21,kg,"1,560",0,0.00%
266,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-09-22,kg,"1,560",0,0.00%
267,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-09-23,kg,"1,560",0,0.00%
268,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-09-24,kg,"1,560",0,0.00%
269,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-09-25,kg,"1,560",0,0.00%
270,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-09-26,kg,"1,560",0,0.00%
271,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-09-27,kg,"1,560",0,0.00%
272,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-09-28,kg,"1,560",0,0.00%
273,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-09-29,kg,"1,560",0,0.00%
274,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-09-30,kg,"1,560",0,0.00%
275,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-10-01,kg,"1,560",0,0.00%
276,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-10-02,kg,"1,560",0,0.00%
277,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-10-03,kg,"1,560",0,0.00%
278,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-10-04,kg,"1,560",0,0.00%
279,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-10-05,kg,"1,560",0,0.00%
280,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-10-06,kg,"1,560",0,0.00%
281,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-10-07,kg,"1,560",0,0.00%
282,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-10-08,kg,"1,560",0,0.00%
283,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-10-09,kg,"1,560",0,0.00%
284,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-10-10,kg,"1,560",0,0.00%
285,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-10-11,kg,"1,560",0,0.00%
286,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-10-12,kg,"1,560",0,0.00%
287,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-10-13,kg,"1,560",0,0.00%
288,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-10-14,kg,"1,560",0,0.00%
289,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-10-15,kg,"1,560",0,0.00%
290,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-10-16,kg,"1,560",0,0.00%
291,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-10-17,kg,"1,560",0,0.00%
292,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-10-18,kg,"1,560",0,0.00%
293,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-10-19,kg,"1,560",0,0.00%
294,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-10-20,kg,"1,560",0,0.00%
295,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-10-21,kg,"1,560",0,0.00%
296,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-10-22,kg,"1,560",0,0.00%
297,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-10-23,kg,"1,560",0,0.00%
298,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-10-24,kg,"1,560",0,0.00%
299,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-10-25,kg,"1,560",0,0.00%
300,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-10-26,kg,"1,560",0,0.00%
301,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-10-27,kg,"1,560",0,0.00%
302,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-10-28,kg,"1,560",0,0.00%
303,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-10-29,kg,"1,560",0,0.00%
304,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-10-30,kg,"1,560",0,0.00%
305,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-10-31,kg,"1,560",0,0.00%
306,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-11-01,kg,"1,560",0,0.00%
307,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-11-02,kg,"1,560",0,0.00%
308,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-11-03,kg,"1,560",0,0.00%
309,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-11-04,kg,"1,560",0,0.00%
310,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-11-05,kg,"1,560",0,0.00%
311,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-11-06,kg,"1,560",0,0.00%
312,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-11-07,kg,"1,560",0,0.00%
313,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-11-08,kg,"1,560",0,0.00%
314,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2024-11-09,kg,"1,560",0,0.00%
